ticker,cik,observed_delist_date,crsp_code,bucket,confidence,reason,delist_filing_form,delist_filing_date,anchor_8k_items,dereg_form,resolved_name,resolution_source,payout_per_share,payout_source,payout_confidence
JNY,874016,2014-04-09,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2014-04-09,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,9.01",15-12B,JONES GROUP INC  (CIK 0000874016),efts_frequency,15.00,8K_2.01,high
JOY,801898,2017-04-13,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-04-06,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,JOY GLOBAL INC,name_search,28.30,8K_2.01,high
JUNO,1594864,2018-03-06,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-03-06,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"Juno Therapeutics, Inc.  (CIK 0001594864)",efts,87.00,8K_2.01,high
JWN,72333,2025-05-20,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-05-21,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,NORDSTROM INC,name_search,24.25,8K_2.01,high
K,55067,2025-12-11,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-12-11,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,KELLANOVA,name_search,83.50,8K_2.01,high
KATE,352363,2017-07-12,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-07-12,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,Kate Spade & Co  (CIK 0000352363),efts,18.50,8K_2.01,high
KCI,831967,2012-11-12,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2011-11-08,3.01,15-12B,KINETIC CONCEPTS INC,name_search,,,
KING,1580732,2016-03-02,400,liquidation,medium,"Form 25 + Form 15, no merger 8-K: voluntary dereg / liquidation",25-NSE,2016-02-23,,15-12B,King Digital Entertainment plc  (CIK 0001580732),efts,,,
KLG,1959348,2023-10-02,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2025-09-26,,15-12G,,manual,,,
KSU,54480,2021-12-13,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2021-12-14,,15-12B,KANSAS CITY SOUTHERN,name_search,,,
KWK,1283699,2015-01-16,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25,2015-10-26,,15-12G,,manual,,,
LEAF,1365038,2021-06-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-06-14,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,LEAF GROUP LTD.  (CIK 0001365038),efts,8.50,DEFM14A,medium
LEAP,1818346,2022-08-16,400,liquidation,medium,"Form 25 + Form 15, 8-K without M&A items: liquidation/voluntary dereg",25-NSE,2022-08-15,"8.01,9.01",15-12G,"Ribbit LEAP, Ltd.  (CIK 0001818346)",efts,,,
LEXEA,1669600,2019-07-26,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-07-26,"2.01,3.01,3.03,5.01,5.02,5.03,5.07,7.01,9.01",15-12B,"Liberty Expedia Holdings, Inc.  (CIK 0001669600)",efts,,none,none
LGF-B,929351,2025-05-06,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2025-05-07,,15-12G,,manual,,,
LLTC,791907,2017-03-20,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-03-10,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,LINEAR TECHNOLOGY CORP /CA/  (CIK 0000791907),efts,46.00,8K_2.01,high
LM,704051,2020-07-31,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-08-03,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"LEGG MASON, INC.",name_search,50.00,8K_2.01,high
LNKD,1271024,2016-12-16,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-12-08,"1.01,2.01,2.04,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,LINKEDIN CORP,name_search,196.00,DEFM14A,medium
LO,1424847,2015-06-22,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25,2015-06-25,"1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",15-12B,"LORILLARD, LLC",name_search,50.50,8K_2.01,high
LOGM,1420302,2020-08-31,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-08-31,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"LogMeIn, Inc.  (CIK 0001420302)",efts,86.05,8K_2.01,high
LPNT,1301611,2018-11-16,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-11-16,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"LIFEPOINT HEALTH, INC.  (CIK 0001301611)",efts,65.00,8K_2.01,high
LPT,921112,2020-02-03,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-02-04,"2.01,3.01,3.03,5.01,5.02,9.01",15-12B,LIBERTY PROPERTY TRUST,name_search,,none,none
LSI,944314,2023-07-19,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-07-20,"2.01,3.01,3.03,5.01,5.02,7.01,9.01",15-12G,"LIFE STORAGE, INC.",name_search,,none,none
LVGO,1639225,2020-10-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-10-30,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"Livongo Health, Inc.  (CIK 0001639225)",efts,4.24,8K_2.01,high
LVLT,794323,2017-11-01,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2017-11-01,,15-12B,"Level 3 Parent, LLC",name_search,,,
LVNTA,1355096,2018-03-12,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2018-03-09,,,"Liberty Interactive Corp  (QRTEA, QRTEB, QRTEP)  (CIK 0001355096)",efts,,,
LXK,1001288,2016-11-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-11-29,"1.01,1.02,2.01,3.01,3.03,5.01,5.03,8.01,9.01",15-12B,LEXMARK INTERNATIONAL INC /KY/,name_search,40.50,8K_2.01,high
LYLT,1870997,2023-06-27,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25,2023-03-20,"3.01,3.03,8.01,9.01",15-12G,Loyalty Ventures Inc.  (CIK 0001870997),efts_frequency,,,
MCFE,1783317,2022-09-16,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-03-01,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,McAfee Corp.,name_search,26.00,8K_1.01,medium
MCRS,320345,2014-09-08,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2014-09-08,"2.01,3.01,3.02,3.03,5.01,5.02,5.03,9.01",15-12G,MICROS SYSTEMS INC  (CIK 0000320345),efts,68.00,8K_2.01,high
MCW,1853513,2026-05-19,200,merger,medium,M&A 2.01+3.01 (acquisition with delisting),25-NSE,2026-05-19,"1.01,1.02,2.01,2.03,3.01,3.03,5.02,5.03,7.01,9.01",,"Mister Car Wash, Inc.",company_tickers,,none,none
MDC,773141,2024-04-19,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2024-04-19,,15-12G,"M.D.C. HOLDINGS, INC.  (CIK 0000773141)",efts,,,
MDLA,1540184,2021-10-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-10-29,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03",15-12B,"Medallia, Inc.",name_search,34.00,DEFM14A,medium
MDR,708819,2020-01-22,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2020-02-06,3.01,15-12B,MCDERMOTT INTERNATIONAL INC,name_search,,,
MDSO,1453814,2019-10-28,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-10-28,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"Medidata Solutions, Inc.  (CIK 0001453814)",efts,92.25,8K_2.01,high
MDVN,1011835,2016-09-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-09-28,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"MEDIVATION, INC.  (CIK 0001011835)",efts,81.50,8K_2.01,high
MER,65100,2008-12-31,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2009-01-05,,15-12B,,manual,,,
MFE,890801,2011-03-01,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2011-03-01,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,McAfee Inc,name_search,48.00,8K_2.01,high
MGI,1273931,2023-06-01,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-06-01,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,MONEYGRAM INTERNATIONAL INC  (CIK 0001273931),efts,11.00,8K_2.01,high
MHS,1170650,2013-04-10,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25,2012-04-17,"3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,MEDCO HEALTH SOLUTIONS INC,name_search,,,
MIC,1845290,2022-07-21,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-07-22,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"AMF Hawaii Investments, LLC",name_search,4.11,8K_2.01,high
MIK,1593936,2021-04-15,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-04-15,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"Michaels Companies, Inc.  (CIK 0001593936)",efts,22.00,8K_2.01,high
MIL,16859,2016-02-12,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2017-07-17,,,Scully Royalty Ltd.,name_search,,,
MJN,1452575,2017-07-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-06-15,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03",15-12B,Mead Johnson Nutrition Co,name_search,90.00,8K_2.01,high
MNDT,1370880,2022-09-16,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-09-12,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12G,"Mandiant, Inc.  (CIK 0001370880)",efts,23.00,8K_2.01,high
MNI,1056087,2020-02-13,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2020-02-21,,15-12B,,manual,,,
MON,1110783,2022-12-23,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-06-07,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,,manual,,none,none
MRC,1439095,2025-11-05,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-11-06,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,MRC GLOBAL INC.  (MRC)  (CIK 0001439095),efts,,none,none
MRD,1599222,2016-09-26,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-09-16,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,5.07,9.01",15-12B,Memorial Resource Development Corp.  (CIK 0001599222),efts,962.50,DEFM14A,medium
MRO,101778,2024-11-22,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2024-11-22,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,MARATHON OIL CORP,name_search,,none,none
MSCC,310568,2018-05-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-05-29,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,MICROSEMI CORP  (CIK 0000310568),efts,68.78,8K_2.01,high
MSGN,1469372,2021-07-09,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-07-09,"2.01,3.01,3.03,5.01,5.02,5.03,5.07,9.01",15-12B,MSG NETWORKS INC.,name_search,,none,none
MSP,1724570,2022-06-23,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-06-23,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,DATTO HOLDING CORP.  (CIK 0001724570),efts_frequency,,none,none
MXIM,743316,2021-09-01,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-08-26,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,MAXIM INTEGRATED PRODUCTS INC,name_search,,none,none
NATI,935494,2023-10-11,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-10-11,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,NATIONAL INSTRUMENTS CORP,name_search,60.00,8K_2.01,high
NAV,808450,2021-06-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-07-01,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,NAVISTAR INTERNATIONAL CORP,name_search,44.50,8K_2.01,high
NBL,72207,2020-10-06,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-10-05,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,NOBLE ENERGY INC  (CIK 0000072207),efts,,none,none
NEWR,1448056,2023-11-07,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-11-08,"1.01,2.01,2.03,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"NEW RELIC, INC.",name_search,87.00,8K_2.01,high
NFS,,2010-01-08,600,expiration,high,"Non-equity security (asset_type='etf', name='graniteshares 2x short nflx daily etf')",,,,,,,,,
NFX,912750,2019-02-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-02-14,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12B,NEWFIELD EXPLORATION CO /DE/,name_search,,none,none
NIHD,1037016,2020-08-03,200,merger,high,M&A 2.01+3.01 (acquisition with delisting),25,2019-12-30,"1.01,2.01,3.01,8.01,9.01",15-15D,NII HOLDINGS INC,name_search,,none,none
NLC,1298341,2012-12-10,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2011-12-02,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,Nalco Holding CO,name_search,38.80,DEFM14A,medium
NLSN,1492633,2022-10-11,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-10-12,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,Nielsen Holdings plc,name_search,28.00,8K_2.01,high
NMX,1105018,2009-08-28,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2008-08-26,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,NYMEX HOLDINGS INC,name_search,,none,none
NRE,1646587,2019-10-07,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-09-30,"1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",15-12B,NorthStar Realty Europe Corp.,name_search,,none,none
NRF,1273801,2017-01-18,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-01-11,"1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",15-12B,NORTHSTAR REALTY FINANCE CORP.,name_search,10.25,DEFM14A,medium
NSR,813639,2022-08-15,400,liquidation,medium,"Form 25 + Form 15, no merger 8-K: voluntary dereg / liquidation",25-NSE,2022-08-16,,15-12G,Nomad Royalty Co Ltd.,name_search,,,
NTRI,1096376,2019-03-08,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-03-08,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,NUTRI SYSTEM INC /DE/  (CIK 0001096376),efts,,none,none
NTY,70793,2010-09-30,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2010-10-01,,15-12B,NBTY INC,name_search,,,
NUAN,1002517,2022-03-04,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-03-04,"1.01,1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,"Nuance Communications, Inc.  (CIK 0001002517)",efts,56.00,8K_2.01,high
NVLS,,2017-07-24,600,expiration,high,"Non-equity security (asset_type='etf', name='defiance nvda lightningspread(tm) income etf')",,,,,,,,,
OA,866121,2018-06-06,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-06-07,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"Northrop Grumman Innovation Systems, Inc.",name_search,134.50,8K_2.01,high
OB,1369817,2017-10-19,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-09-28,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"OneBeacon Insurance Group, Ltd.",name_search,18.10,8K_2.01,high
OCR,353230,2015-08-17,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-08-18,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,5.07",15-15D,,manual,98.00,8K_2.01,high
OMX,12978,2013-11-05,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2013-11-06,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,MAPLEBY HOLDINGS MERGER Corp,name_search,,none,none
ONXX,1012140,2013-10-17,470,liquidation,high,3.01 + 2.04 (delisting with debt acceleration: distress/Ch.11 lead-in),25-NSE,2013-10-01,"1.01,2.04,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,ONYX PHARMACEUTICALS INC  (CIK 0001012140),efts,,,
OSH,1564406,2023-05-02,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-05-02,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"Oak Street Health, Inc.",name_search,39.00,8K_1.01,medium
PACW,1102112,2023-11-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-11-30,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,PACWEST BANCORP,name_search,,none,none
PAS,,2011-03-07,600,expiration,high,"Non-equity security (asset_type='etf', name='graniteshares 2x short panw daily etf')",,,,,,,,,
PBCT,1378946,2022-04-04,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-04-04,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"People's United Financial, Inc.  (CIK 0001378946)",efts_frequency,,none,none
PBG,1076405,2011-03-07,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2010-03-01,"3.01,3.03,5.01,5.02,9.01",15-12B,PEPSI BOTTLING GROUP INC,name_search,,,
PCP,79958,2016-02-08,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-02-01,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,PRECISION CASTPARTS CORP,name_search,235.00,8K_2.01,high
PCYC,949699,2015-06-03,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-05-26,"2.01,3.01,3.03,5.01,5.03,8.01,9.01",15-12G,PHARMACYCLICS INC  (CIK 0000949699),efts,261.25,8K_2.01,high
PDCE,77877,2023-09-05,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-08-07,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"PDC ENERGY, INC.  (CIK 0000077877)",efts,,none,none
PDCO,891024,2025-04-17,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-04-17,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"PATTERSON COMPANIES, INC.",name_search,31.35,8K_2.01,high
PDLI,882104,2022-01-18,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25,2020-12-28,"3.01,5.02,9.01",15-12G,"PDL BIOPHARMA, INC.",name_search,,,
PE,,2021-01-12,600,expiration,high,"Non-equity security (asset_type='etf', name='cambria buyout etf')",,,,,,,,,
PETM,863157,2015-03-11,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-03-11,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,PETSMART INC  (CIK 0000863157),efts,83.00,8K_2.01,high
PF,1564822,2018-10-26,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-10-26,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,PINNACLE FOODS INC.,name_search,,none,none
PFPT,1212458,2021-08-31,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-08-31,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,PROOFPOINT INC,name_search,176.00,8K_2.01,high
PGN,1094093,2015-12-17,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2012-07-05,,,,manual,,,
PGRE,1605607,2025-12-18,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-12-19,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"Paramount Group, Inc.",name_search,6.60,8K_2.01,high
PINC,1577916,2025-11-25,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-11-25,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12G,"Premier, Inc.  (PINC)  (CIK 0001577916)",efts,28.25,8K_2.01,high
PLAN,1540755,2022-06-22,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-06-22,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,,manual,66.00,DEFM14A,medium
PLCM,1010552,2016-09-28,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-09-27,"1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",15-12G,POLYCOM INC  (CIK 0001010552),efts,12.50,8K_2.01,high
PLL,1728205,2025-08-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-08-29,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"Piedmont Lithium Inc.  (PLL, PLLTL)  (CIK 0001728205)",efts,,none,none
PMCS,767920,2016-01-25,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-01-15,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,PMC SIERRA INC  (CIK 0000767920),efts,,none,none
PNRA,724606,2017-07-19,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-07-18,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,PANERA BREAD CO  (CIK 0000724606),efts,315.00,8K_2.01,high
PNY,78460,2016-10-11,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2016-10-04,,,PIEDMONT NATURAL GAS CO INC,name_search,,,
PPD,1793294,2021-12-08,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-12-08,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,"PPD, Inc.  (CIK 0001793294)",efts,47.50,8K_2.01,high
PPO,1292556,2015-08-26,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-08-26,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,"Polypore International, Inc.",name_search,60.50,8K_2.01,high
PPP,1455886,2017-08-14,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2017-08-29,,15-12B,PRIMERO MINING CORP,name_search,,,
PPS,903127,2016-12-08,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-12-01,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12B,POST PROPERTIES INC,name_search,,none,none
PRAH,1613859,2021-07-01,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-07-01,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"PRA Health Sciences, Inc.  (CIK 0001613859)",efts,80.00,8K_2.01,high
PTHN,1643848,2017-11-03,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25,2017-09-01,"1.02,2.01,3.01,3.03,5.01,5.02,9.01",15-12B,Patheon N.V.,name_search,35.00,8K_1.01,medium
PX,884905,2018-10-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-10-31,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,LINDE INC,name_search,,none,none
PXD,1038357,2024-05-03,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2024-05-03,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,5.04,9.01",15-12G,PIONEER NATURAL RESOURCES CO,name_search,,none,none
PXP,891456,2013-05-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2013-05-31,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,9.01",15-12B,PLAINS EXPLORATION &amp; PRODUCTION CO,name_search,,none,none
PYCR,1839439,2025-04-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-04-14,"1.02,2.01,3.01,3.03,5.01,5.03,8.01,9.01",15-12G,"PAYCOR HCM, INC.",name_search,22.50,8K_2.01,high
QCOR,891288,2014-08-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2014-08-14,"2.01,3.01,3.03,5.01,5.02,5.07,8.01,9.01",15-12B,QUESTCOR PHARMACEUTICALS INC  (CIK 0000891288),efts,30.00,8K_2.01,high
QEP,1108827,2021-03-18,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-03-17,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"QEP RESOURCES, INC.  (CIK 0001108827)",efts,,none,none
QLGC,918386,2016-08-24,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-08-16,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,QLOGIC CORP  (CIK 0000918386),efts,,none,none
